Category,Message
TRUE,"Probably a mere variety of the black poplar, its native land appears to have been Persia or some neighbouring country; it was unknown in Italy in the days of Pliny, while from remote times it has been an inhabitant of Kashmir, the Punjab, and Persia, where it is often planted along roadsides for the purpose of shade; it was probably brought from these countries to southern Europe, and derives its popular name from its abundance along the banks of the Po and other rivers of Lombardy, where it is said now to spring up naturally from seed, like the indigenous black poplar."
TRUE,"Nain Singh explored the sources of the Indus and of the Upper Brahmaputra in the years 1865-1867; and in 1874-1875 he followed a line from the eastern frontiers of Kashmir to the Tengri Nor lake and thence to Lhasa, in which city he remained for some months."
TRUE,"The flora of north China, which is akin to that of Japan, shows manifest relation to that of the neighbouring American continent, from which many temperate forms extend, reaching to the Himalaya, almost as far as Kashmir."
TRUE,"Toramana's coins are found plentifully in Kashmir, which, therefore, probably formed part of the Mina dominions before Mihiragula's time, so that when he fled there after his defeat he was taking refuge, if not with his own subjects, at least with a kindred clan."
TRUE,"This genus contains a few clumsily built rats spread over Southern Asia from Palestine to Formosa, and from Kashmir to Ceylon (see Bandicoot-Rat)."
TRUE,"The most hopeful ground, however, for the industry is Kashmir, where Sir Thomas Wardle reported that the silk was of as high a quality as from any part of the world."
TRUE,The fourth and last of the great councils was held in Kashmir under the Kushan king Kanishka (see below).
TRUE,"In 1885 Arthur Douglas Carey and Andrew Dalgleish, following more or less the tracks of Prjevalsky, contributed much that was new to the map of Asia; and in 1886 Captain (afterwards Sir Francis) Younghusband completed a most adventurous journey across the heart of the continent by crossing the Murtagh, the great mountain barrier between China and Kashmir."
TRUE,"It is known that to the TibetoChinese modifications of the pure Mongolian type all the eastern Burmese tribes - Chins, Kachins, Shans, &c. - belong (as indeed do the Burmese themselves), and that a cognate race occupies the Himalaya to the eastern limits of Kashmir."
TRUE,"Owing to the absence of dated records, the chronology of these invasions has not yet been set beyond dispute, but the most important was that of the Kushans, whose king Kanishka founded a state which comprised northern India and Kashmir."
TRUE,"It has long been cultivated in Persia and Kashmir, and is supposed to have been introduced into China by the Mongol invasion."
TRUE,"Saffron is chiefly cultivated in Spain, France, Sicily, on the lower spurs of the Apennines and in Persia and Kashmir."
TRUE,"In the case of the squamous epithelial cancer of the anterior abdominal wall found so frequently in the natives of Kashmir, the position of the cancer is peculiar to this people, and is due to the chronic irritation following on repeated burns from using the "" kangri "" - a small earthenware vessel containing a charcoal fire enclosed in basket-work, and suspended round the waist, to assist in maintaining warmth in the extreme cold of the hills of Kashmir."
TRUE,"On the next occasion (1005) Mahmud advanced, as far as Bhera on the Jhelum, when his adversary Anang-pal, son and successor of Jaipal, fled to Kashmir."
TRUE,"This is the material of which the far-famed and costly shawls are made, which at one time had such a demand that, it is stated, 16,000 looms were kept in constant work at Kashmir in their manufacture."
TRUE,"There are several varieties possessing this valuable quality, but those of Kashmir, Tibet and Mongolia are the most esteemed."
TRUE,"Sapphires are also found in Kashmir, where they occur, associated with tourmaline, in the Zanskar range, especially near the village of Soomjam."
TRUE,It is also said to be used as writing paper by the mountaineers; and in Kashmir it is in general use for roofing houses.
TRUE,"During a tour through Kashmir with Sir Henry Lawrence he kept the purse and Sir Henry could never obtain an account from him; subsequently Sir George Lawrence accused him of embezzling the funds of the Lawrence Asylum at Kasauli; while Sir Neville Chamberlain in a published letter says of the third brother, Lord Lawrence, ""I am bound to say that Lord Lawrence had no opinion of Hodson's integrity in money matters."
TRUE,"The family is divisible into two sub-families, of which the first, or Sminthinae, is represented only by the genus Sminthus, containing a few species which range from Denmark into Western Asia, Kashmir and China."
TRUE,"In western Tibet, bordering the Kashmir frontier, the climate differs little from that of Ladak."
TRUE,"In 1716 two Jesuits, P. Ipolito Desideri, of Pistoia, and P. Freyre, a Portuguese, reached Lhasa by way of Kashmir, Ladak, and the enormous journey from Ladak by the holy lakes and the valley of the Tsangpo."
TRUE,"It is at the disposal of the minister of war, who can decree the recall of all men discharged to the reserve the previous year and all those whose time of service has for any reason been shortened."
TRUE,"Even when, on the invention of gunpowder and firearms, the bow had fallen into disuse as a weapon of war, the prohibition was continued."
TRUE,"The advantages of a purely territorial system have tempted various War Ministers to apply it, but the results were not good, owing to the want of uniformity in the military qualities and the political subordination of the different districts."
TRUE,"The full number of persons liable to be called upon for military service and engaged in such service is calculated (1908) as 4,800,000, of whom 1,350,000 of the active army and the younger classes of army reserve would constitute the field armies set on foot at the outbreak of war."
TRUE,"In war the latter would probably remain at the ministry of war in Paris, and the generalissimo would have his own chief of staff."
TRUE,"It is convenient, to mention in this place certain institutions attached to the war department and completing the French military organization."
TRUE,The ordnance department of the navy is carried on by a large detachment of artillery officers and artificers provided by the war office for this special duty.
TRUE,"Winston was founded in 1851 as the countyseat and was named in honour of Major Joseph Winston (1746-1815), a famous Indian fighter, a soldier during the War of Independence and a representative in Congress in1793-1795and 1803-1807."
TRUE,When war was regarded as likely the martinella was attached to the door of the church of Santa Maria in the Mercato Nuovo in Florence and rung to warn both citizens and enemies.
TRUE,"Its early - Protestant sympathies placed it on the side of Sweden during the Thirty Years' War, and in 1628 it successfully resisted a siege of eleven weeks by Wallenstein, who had sworn to take it ""though it were chained to heaven."""
TRUE,In early times the war of the Epigoni was a favourite subject of epic poetry.
